candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
3732,0,"[4, 5, 7, 10, 12, 14]",52,7,"1,2,2,2,3,5","4,5,7","10,12,14",14,0,"0,1,1,2,3,4",11,15,62,15,3,11
3733,0,"[4, 5, 7, 10, 13, 14]",53,8,"1,1,2,3,3,5","4,5,7","10,13,14",14,0,"0,1,1,2,3,4",11,19,54,20,8,13
3734,0,"[4, 5, 7, 11, 12, 13]",52,7,"1,1,1,2,4,6","4,5,7","11,12,13",11,0,"0,1,1,2,3,4",11,18,56,19,7,12
3735,0,"[4, 5, 7, 11, 12, 14]",53,8,"1,1,2,2,4,5","4,5,7","11,12,14","11,14",0,"0,0,1,2,3,4",10,18,56,16,4,14
3736,0,"[4, 5, 7, 11, 13, 14]",54,9,"1,1,2,2,4,5","4,5,7","11,13,14","11,14",0,"0,0,1,2,3,4",10,22,48,21,9,16
3737,0,"[4, 5, 7, 12, 13, 14]",55,10,"1,1,1,2,5,5","4,5,7","12,13,14",14,0,"0,1,1,2,3,4",11,20,52,19,7,12
3738,0,"[4, 5, 8, 9, 10, 11]",47,2,"1,1,1,1,3,8","4,5","8,9,10,11",11,0,"0,1,2,2,3,3",11,17,56,21,13,9
3739,0,"[4, 5, 8, 9, 10, 12]",48,3,"1,1,1,2,3,7","4,5","8,9,10,12",,1,"1,1,2,2,3,3",12,17,56,19,11,7
3740,0,"[4, 5, 8, 9, 10, 13]",49,4,"1,1,1,3,3,6","4,5","8,9,10,13",,1,"1,1,2,2,3,3",12,12,66,24,16,6
3741,0,"[4, 5, 8, 9, 10, 14]",50,5,"1,1,1,3,4,5","4,5","8,9,10,14",14,0,"0,1,2,2,3,3",11,16,58,21,13,9
3742,0,"[4, 5, 8, 9, 11, 12]",49,4,"1,1,1,2,3,7","4,5","8,9,11,12",11,0,"0,1,2,2,3,3",11,18,54,20,12,9
3743,0,"[4, 5, 8, 9, 11, 13]",50,5,"1,1,2,2,3,6","4,5","8,9,11,13",11,0,"0,1,2,2,3,3",11,13,64,25,17,8
3744,0,"[4, 5, 8, 9, 11, 14]",51,6,"1,1,2,3,3,5","4,5","8,9,11,14","11,14",0,"0,0,2,2,3,3",10,17,56,22,14,11
3745,0,"[4, 5, 8, 9, 12, 13]",51,6,"1,1,1,3,3,6","4,5","8,9,12,13",,1,"1,1,2,2,3,3",12,15,60,23,15,6
3746,0,"[4, 5, 8, 9, 12, 14]",52,7,"1,1,2,3,3,5","4,5","8,9,12,14",14,0,"0,1,2,2,3,3",11,17,56,20,12,9
3747,0,"[4, 5, 8, 9, 13, 14]",53,8,"1,1,1,3,4,5","4,5","8,9,13,14",14,0,"0,1,2,2,3,3",11,14,62,25,17,8
3748,0,"[4, 5, 8, 10, 11, 12]",50,5,"1,1,1,2,3,7","4,5","8,10,11,12",11,0,"0,1,1,2,3,3",10,18,56,19,11,11
3749,0,"[4, 5, 8, 10, 11, 13]",51,6,"1,1,2,2,3,6","4,5","8,10,11,13",11,0,"0,1,1,2,3,3",10,14,64,24,16,10
3750,0,"[4, 5, 8, 10, 11, 14]",52,7,"1,1,2,3,3,5","4,5","8,10,11,14","11,14",0,"0,0,1,2,3,3",9,19,54,21,13,13
3751,0,"[4, 5, 8, 10, 12, 13]",52,7,"1,1,2,2,3,6","4,5","8,10,12,13",,1,"1,1,1,2,3,3",11,14,64,22,14,8
3752,0,"[4, 5, 8, 10, 12, 14]",53,8,"1,2,2,2,3,5","4,5","8,10,12,14",14,0,"0,1,1,2,3,3",10,17,58,19,11,11
3753,0,"[4, 5, 8, 10, 13, 14]",54,9,"1,1,2,3,3,5","4,5","8,10,13,14",14,0,"0,1,1,2,3,3",10,15,62,24,16,10
3754,0,"[4, 5, 8, 11, 12, 13]",53,8,"1,1,1,3,3,6","4,5","8,11,12,13",11,0,"0,1,1,2,3,3",10,19,54,23,15,10
3755,0,"[4, 5, 8, 11, 12, 14]",54,9,"1,1,2,3,3,5","4,5","8,11,12,14","11,14",0,"0,0,1,2,3,3",9,22,48,20,12,13
3756,0,"[4, 5, 8, 11, 13, 14]",55,10,"1,1,2,3,3,5","4,5","8,11,13,14","11,14",0,"0,0,1,2,3,3",9,20,52,25,17,12
3757,0,"[4, 5, 8, 12, 13, 14]",56,11,"1,1,1,3,4,5","4,5","8,12,13,14",14,0,"0,1,1,2,3,3",10,20,52,23,15,10
3758,0,"[4, 5, 9, 10, 11, 12]",51,6,"1,1,1,1,4,7","4,5","9,10,11,12",11,0,"0,1,1,2,2,3",9,15,60,13,5,8
3759,0,"[4, 5, 9, 10, 11, 13]",52,7,"1,1,1,2,4,6","4,5","9,10,11,13",11,0,"0,1,1,2,2,3",9,13,64,18,10,7
3760,0,"[4, 5, 9, 10, 11, 14]",53,8,"1,1,1,3,4,5","4,5","9,10,11,14","11,14",0,"0,0,1,2,2,3",8,15,60,15,7,10
3761,0,"[4, 5, 9, 10, 12, 13]",53,8,"1,1,1,2,4,6","4,5","9,10,12,13",,1,"1,1,1,2,2,3",10,15,60,16,8,5
3762,0,"[4, 5, 9, 10, 12, 14]",54,9,"1,1,2,2,4,5","4,5","9,10,12,14",14,0,"0,1,1,2,2,3",9,15,60,13,5,8
3763,0,"[4, 5, 9, 10, 13, 14]",55,10,"1,1,1,3,4,5","4,5","9,10,13,14",14,0,"0,1,1,2,2,3",9,15,60,18,10,7
3764,0,"[4, 5, 9, 11, 12, 13]",54,9,"1,1,1,2,4,6","4,5","9,11,12,13",11,0,"0,1,1,2,2,3",9,13,64,17,9,7
3765,0,"[4, 5, 9, 11, 12, 14]",55,10,"1,1,2,2,4,5","4,5","9,11,12,14","11,14",0,"0,0,1,2,2,3",8,13,64,14,6,10
3766,0,"[4, 5, 9, 11, 13, 14]",56,11,"1,1,2,2,4,5","4,5","9,11,13,14","11,14",0,"0,0,1,2,2,3",8,13,64,19,11,9
3767,0,"[4, 5, 9, 12, 13, 14]",57,12,"1,1,1,3,4,5","4,5","9,12,13,14",14,0,"0,1,1,2,2,3",9,15,60,17,9,7
3768,0,"[4, 5, 10, 11, 12, 13]",55,10,"1,1,1,1,5,6","4,5","10,11,12,13",11,0,"0,1,1,1,2,3",8,12,68,16,8,9
3769,0,"[4, 5, 10, 11, 12, 14]",56,11,"1,1,1,2,5,5","4,5","10,11,12,14","11,14",0,"0,0,1,1,2,3",7,13,66,13,5,12
3770,0,"[4, 5, 10, 11, 13, 14]",57,12,"1,1,1,2,5,5","4,5","10,11,13,14","11,14",0,"0,0,1,1,2,3",7,14,64,18,10,11
3771,0,"[4, 5, 10, 12, 13, 14]",58,13,"1,1,1,2,5,5","4,5","10,12,13,14",14,0,"0,1,1,1,2,3",8,14,64,16,8,9
3772,0,"[4, 5, 11, 12, 13, 14]",59,14,"1,1,1,1,5,6","4,5","11,12,13,14","11,14",0,"0,0,1,1,2,3",7,16,60,17,9,11
3773,0,"[4, 6, 7, 8, 9, 10]",44,14,"1,1,1,1,2,9","4,7","6,8,9,10",,1,"1,2,2,3,4,4",16,16,60,19,13,5
3774,0,"[4, 6, 7, 8, 9, 11]",45,0,"1,1,1,2,2,8","4,7","6,8,9,11",11,0,"0,2,2,3,4,4",15,12,68,20,14,5
3775,0,"[4, 6, 7, 8, 9, 12]",46,1,"1,1,1,2,3,7","4,7","6,8,9,12",,1,"1,2,2,3,4,4",16,15,62,18,12,4
3776,0,"[4, 6, 7, 8, 9, 13]",47,2,"1,1,1,2,4,6","4,7","6,8,9,13",,1,"1,2,2,3,4,4",16,13,66,23,17,6
3777,0,"[4, 6, 7, 8, 9, 14]",48,3,"1,1,1,2,5,5","4,7","6,8,9,14",14,0,"0,2,2,3,4,4",15,11,70,20,14,5
3778,0,"[4, 6, 7, 8, 10, 11]",46,1,"1,1,1,2,2,8","4,7","6,8,10,11",11,0,"0,1,2,3,4,4",14,16,62,19,13,8
3779,0,"[4, 6, 7, 8, 10, 12]",47,2,"1,1,2,2,2,7","4,7","6,8,10,12",,1,"1,1,2,3,4,4",15,17,60,17,11,7
3780,0,"[4, 6, 7, 8, 10, 13]",48,3,"1,1,2,2,3,6","4,7","6,8,10,13",,1,"1,1,2,3,4,4",15,16,62,22,16,9
3781,0,"[4, 6, 7, 8, 10, 14]",49,4,"1,1,2,2,4,5","4,7","6,8,10,14",14,0,"0,1,2,3,4,4",14,15,64,19,13,8
3782,0,"[4, 6, 7, 8, 11, 12]",48,3,"1,1,1,2,3,7","4,7","6,8,11,12",11,0,"0,1,2,3,4,4",14,17,60,18,12,7
3783,0,"[4, 6, 7, 8, 11, 13]",49,4,"1,1,2,2,3,6","4,7","6,8,11,13",11,0,"0,1,2,3,4,4",14,16,62,23,17,9
3784,0,"[4, 6, 7, 8, 11, 14]",50,5,"1,1,2,3,3,5","4,7","6,8,11,14","11,14",0,"0,0,2,3,4,4",13,15,64,20,14,8
3785,0,"[4, 6, 7, 8, 12, 13]",50,5,"1,1,1,2,4,6","4,7","6,8,12,13",,1,"1,1,2,3,4,4",15,19,56,21,15,8
3786,0,"[4, 6, 7, 8, 12, 14]",51,6,"1,1,2,2,4,5","4,7","6,8,12,14",14,0,"0,1,2,3,4,4",14,16,62,18,12,7
3787,0,"[4, 6, 7, 8, 13, 14]",52,7,"1,1,1,2,5,5","4,7","6,8,13,14",14,0,"0,1,2,3,4,4",14,17,60,23,17,9
3788,0,"[4, 6, 7, 9, 10, 11]",47,2,"1,1,1,2,2,8","4,7","6,9,10,11",11,0,"0,1,2,2,4,4",13,17,58,13,7,6
3789,0,"[4, 6, 7, 9, 10, 12]",48,3,"1,1,2,2,2,7","4,7","6,9,10,12",,1,"1,1,2,2,4,4",14,20,52,11,5,5
3790,0,"[4, 6, 7, 9, 10, 13]",49,4,"1,1,2,2,3,6","4,7","6,9,10,13",,1,"1,1,2,2,4,4",14,21,50,16,10,7
3791,0,"[4, 6, 7, 9, 10, 14]",50,5,"1,1,2,2,4,5","4,7","6,9,10,14",14,0,"0,1,2,2,4,4",13,17,58,13,7,6
3792,0,"[4, 6, 7, 9, 11, 12]",49,4,"1,1,2,2,2,7","4,7","6,9,11,12",11,0,"0,1,2,2,4,4",13,13,66,12,6,5
3793,0,"[4, 6, 7, 9, 11, 13]",50,5,"1,2,2,2,2,6","4,7","6,9,11,13",11,0,"0,1,2,2,4,4",13,14,64,17,11,7
3794,0,"[4, 6, 7, 9, 11, 14]",51,6,"1,2,2,2,3,5","4,7","6,9,11,14","11,14",0,"0,0,2,2,4,4",12,10,72,14,8,6
3795,0,"[4, 6, 7, 9, 12, 13]",51,6,"1,1,2,2,3,6","4,7","6,9,12,13",,1,"1,1,2,2,4,4",14,19,54,15,9,6
3796,0,"[4, 6, 7, 9, 12, 14]",52,7,"1,2,2,2,3,5","4,7","6,9,12,14",14,0,"0,1,2,2,4,4",13,13,66,12,6,5
3797,0,"[4, 6, 7, 9, 13, 14]",53,8,"1,1,2,2,4,5","4,7","6,9,13,14",14,0,"0,1,2,2,4,4",13,16,60,17,11,7
3798,0,"[4, 6, 7, 10, 11, 12]",50,5,"1,1,1,2,3,7","4,7","6,10,11,12",11,0,"0,1,1,2,4,4",12,15,64,11,5,8
3799,0,"[4, 6, 7, 10, 11, 13]",51,6,"1,1,2,2,3,6","4,7","6,10,11,13",11,0,"0,1,1,2,4,4",12,17,60,16,10,10
3800,0,"[4, 6, 7, 10, 11, 14]",52,7,"1,1,2,3,3,5","4,7","6,10,11,14","11,14",0,"0,0,1,2,4,4",11,14,66,13,7,9
3801,0,"[4, 6, 7, 10, 12, 13]",52,7,"1,1,2,2,3,6","4,7","6,10,12,13",,1,"1,1,1,2,4,4",13,20,54,14,8,9
3802,0,"[4, 6, 7, 10, 12, 14]",53,8,"1,2,2,2,3,5","4,7","6,10,12,14",14,0,"0,1,1,2,4,4",12,15,64,11,5,8
3803,0,"[4, 6, 7, 10, 13, 14]",54,9,"1,1,2,3,3,5","4,7","6,10,13,14",14,0,"0,1,1,2,4,4",12,19,56,16,10,10
3804,0,"[4, 6, 7, 11, 12, 13]",53,8,"1,1,1,2,4,6","4,7","6,11,12,13",11,0,"0,1,1,2,4,4",12,17,60,15,9,9
3805,0,"[4, 6, 7, 11, 12, 14]",54,9,"1,1,2,2,4,5","4,7","6,11,12,14","11,14",0,"0,0,1,2,4,4",11,12,70,12,6,8
3806,0,"[4, 6, 7, 11, 13, 14]",55,10,"1,1,2,2,4,5","4,7","6,11,13,14","11,14",0,"0,0,1,2,4,4",11,16,62,17,11,10
3807,0,"[4, 6, 7, 12, 13, 14]",56,11,"1,1,1,2,5,5","4,7","6,12,13,14",14,0,"0,1,1,2,4,4",12,19,56,15,9,9
3808,0,"[4, 6, 8, 9, 10, 11]",48,3,"1,1,1,2,2,8",4,"6,8,9,10,11",11,0,"0,1,2,2,3,4",12,17,58,17,15,5
3809,0,"[4, 6, 8, 9, 10, 12]",49,4,"1,1,2,2,2,7",4,"6,8,9,10,12",,1,"1,1,2,2,3,4",13,22,48,15,13,6
3810,0,"[4, 6, 8, 9, 10, 13]",50,5,"1,1,2,2,3,6",4,"6,8,9,10,13",,1,"1,1,2,2,3,4",13,17,58,20,18,5
3811,0,"[4, 6, 8, 9, 10, 14]",51,6,"1,1,2,2,4,5",4,"6,8,9,10,14",14,0,"0,1,2,2,3,4",12,16,60,17,15,5
3812,0,"[4, 6, 8, 9, 11, 12]",50,5,"1,1,2,2,2,7",4,"6,8,9,11,12",11,0,"0,1,2,2,3,4",12,17,58,16,14,5
3813,0,"[4, 6, 8, 9, 11, 13]",51,6,"1,2,2,2,2,6",4,"6,8,9,11,13",11,0,"0,1,2,2,3,4",12,12,68,21,19,4
3814,0,"[4, 6, 8, 9, 11, 14]",52,7,"1,2,2,2,3,5",4,"6,8,9,11,14","11,14",0,"0,0,2,2,3,4",11,11,70,18,16,4
3815,0,"[4, 6, 8, 9, 12, 13]",52,7,"1,1,2,2,3,6",4,"6,8,9,12,13",,1,"1,1,2,2,3,4",13,19,54,19,17,5
3816,0,"[4, 6, 8, 9, 12, 14]",53,8,"1,2,2,2,3,5",4,"6,8,9,12,14",14,0,"0,1,2,2,3,4",12,16,60,16,14,5
3817,0,"[4, 6, 8, 9, 13, 14]",54,9,"1,1,2,2,4,5",4,"6,8,9,13,14",14,0,"0,1,2,2,3,4",12,13,66,21,19,4
3818,0,"[4, 6, 8, 10, 11, 12]",51,6,"1,1,2,2,2,7",4,"6,8,10,11,12",11,0,"0,1,1,2,3,4",11,18,58,15,13,7
3819,0,"[4, 6, 8, 10, 11, 13]",52,7,"1,2,2,2,2,6",4,"6,8,10,11,13",11,0,"0,1,1,2,3,4",11,14,66,20,18,6
3820,0,"[4, 6, 8, 10, 11, 14]",53,8,"1,2,2,2,3,5",4,"6,8,10,11,14","11,14",0,"0,0,1,2,3,4",10,14,66,17,15,6
3821,0,"[4, 6, 8, 10, 12, 13]",53,8,"1,2,2,2,2,6",4,"6,8,10,12,13",,1,"1,1,1,2,3,4",12,19,56,18,16,7
3822,0,"[4, 6, 8, 10, 12, 14]",54,9,"2,2,2,2,2,5",4,"6,8,10,12,14",14,0,"0,1,1,2,3,4",11,17,60,15,13,7
3823,0,"[4, 6, 8, 10, 13, 14]",55,10,"1,2,2,2,3,5",4,"6,8,10,13,14",14,0,"0,1,1,2,3,4",11,15,64,20,18,6
3824,0,"[4, 6, 8, 11, 12, 13]",54,9,"1,1,2,2,3,6",4,"6,8,11,12,13",11,0,"0,1,1,2,3,4",11,18,58,19,17,6
3825,0,"[4, 6, 8, 11, 12, 14]",55,10,"1,2,2,2,3,5",4,"6,8,11,12,14","11,14",0,"0,0,1,2,3,4",10,16,62,16,14,6
3826,0,"[4, 6, 8, 11, 13, 14]",56,11,"1,2,2,2,3,5",4,"6,8,11,13,14","11,14",0,"0,0,1,2,3,4",10,14,66,21,19,5
3827,0,"[4, 6, 8, 12, 13, 14]",57,12,"1,1,2,2,4,5",4,"6,8,12,13,14",14,0,"0,1,1,2,3,4",11,19,56,19,17,6
3828,0,"[4, 6, 9, 10, 11, 12]",52,7,"1,1,1,2,3,7",4,"6,9,10,11,12",11,0,"0,1,1,2,2,4",10,18,56,9,7,5
3829,0,"[4, 6, 9, 10, 11, 13]",53,8,"1,1,2,2,3,6",4,"6,9,10,11,13",11,0,"0,1,1,2,2,4",10,16,60,14,12,4
3830,0,"[4, 6, 9, 10, 11, 14]",54,9,"1,1,2,3,3,5",4,"6,9,10,11,14","11,14",0,"0,0,1,2,2,4",9,13,66,11,9,4
3831,0,"[4, 6, 9, 10, 12, 13]",54,9,"1,1,2,2,3,6",4,"6,9,10,12,13",,1,"1,1,1,2,2,4",11,23,46,12,10,5
3832,0,"[4, 6, 9, 10, 12, 14]",55,10,"1,2,2,2,3,5",4,"6,9,10,12,14",14,0,"0,1,1,2,2,4",10,18,56,9,7,5
3833,0,"[4, 6, 9, 10, 13, 14]",56,11,"1,1,2,3,3,5",4,"6,9,10,13,14",14,0,"0,1,1,2,2,4",10,18,56,14,12,4
3834,0,"[4, 6, 9, 11, 12, 13]",55,10,"1,1,2,2,3,6",4,"6,9,11,12,13",11,0,"0,1,1,2,2,4",10,15,62,13,11,4
3835,0,"[4, 6, 9, 11, 12, 14]",56,11,"1,2,2,2,3,5",4,"6,9,11,12,14","11,14",0,"0,0,1,2,2,4",9,10,72,10,8,4
3836,0,"[4, 6, 9, 11, 13, 14]",57,12,"1,2,2,2,3,5",4,"6,9,11,13,14","11,14",0,"0,0,1,2,2,4",9,10,72,15,13,3
3837,0,"[4, 6, 9, 12, 13, 14]",58,13,"1,1,2,3,3,5",4,"6,9,12,13,14",14,0,"0,1,1,2,2,4",10,17,58,13,11,4
3838,0,"[4, 6, 10, 11, 12, 13]",56,11,"1,1,1,2,4,6",4,"6,10,11,12,13",11,0,"0,1,1,1,2,4",9,15,64,12,10,6
3839,0,"[4, 6, 10, 11, 12, 14]",57,12,"1,1,2,2,4,5",4,"6,10,11,12,14","11,14",0,"0,0,1,1,2,4",8,11,72,9,7,6
3840,0,"[4, 6, 10, 11, 13, 14]",58,13,"1,1,2,2,4,5",4,"6,10,11,13,14","11,14",0,"0,0,1,1,2,4",8,12,70,14,12,5
3841,0,"[4, 6, 10, 12, 13, 14]",59,14,"1,1,2,2,4,5",4,"6,10,12,13,14",14,0,"0,1,1,1,2,4",9,17,60,12,10,6
3842,0,"[4, 6, 11, 12, 13, 14]",60,0,"1,1,1,2,5,5",4,"6,11,12,13,14","11,14",0,"0,0,1,1,2,4",8,13,68,13,11,5
3843,0,"[4, 7, 8, 9, 10, 11]",49,4,"1,1,1,1,3,8","4,7","8,9,10,11",11,0,"0,1,2,2,3,4",12,17,60,19,13,8
3844,0,"[4, 7, 8, 9, 10, 12]",50,5,"1,1,1,2,3,7","4,7","8,9,10,12",,1,"1,1,2,2,3,4",13,18,58,17,11,7
3845,0,"[4, 7, 8, 9, 10, 13]",51,6,"1,1,1,3,3,6","4,7","8,9,10,13",,1,"1,1,2,2,3,4",13,16,62,22,16,9
3846,0,"[4, 7, 8, 9, 10, 14]",52,7,"1,1,1,3,4,5","4,7","8,9,10,14",14,0,"0,1,2,2,3,4",12,16,62,19,13,8
3847,0,"[4, 7, 8, 9, 11, 12]",51,6,"1,1,1,2,3,7","4,7","8,9,11,12",11,0,"0,1,2,2,3,4",12,17,60,18,12,7
3848,0,"[4, 7, 8, 9, 11, 13]",52,7,"1,1,2,2,3,6","4,7","8,9,11,13",11,0,"0,1,2,2,3,4",12,15,64,23,17,9
3849,0,"[4, 7, 8, 9, 11, 14]",53,8,"1,1,2,3,3,5","4,7","8,9,11,14","11,14",0,"0,0,2,2,3,4",11,15,64,20,14,8
3850,0,"[4, 7, 8, 9, 12, 13]",53,8,"1,1,1,3,3,6","4,7","8,9,12,13",,1,"1,1,2,2,3,4",13,18,58,21,15,8
3851,0,"[4, 7, 8, 9, 12, 14]",54,9,"1,1,2,3,3,5","4,7","8,9,12,14",14,0,"0,1,2,2,3,4",12,16,62,18,12,7
3852,0,"[4, 7, 8, 9, 13, 14]",55,10,"1,1,1,3,4,5","4,7","8,9,13,14",14,0,"0,1,2,2,3,4",12,16,62,23,17,9
3853,0,"[4, 7, 8, 10, 11, 12]",52,7,"1,1,1,2,3,7","4,7","8,10,11,12",11,0,"0,1,1,2,3,4",11,18,60,17,11,10
3854,0,"[4, 7, 8, 10, 11, 13]",53,8,"1,1,2,2,3,6","4,7","8,10,11,13",11,0,"0,1,1,2,3,4",11,17,62,22,16,12
3855,0,"[4, 7, 8, 10, 11, 14]",54,9,"1,1,2,3,3,5","4,7","8,10,11,14","11,14",0,"0,0,1,2,3,4",10,18,60,19,13,11
3856,0,"[4, 7, 8, 10, 12, 13]",54,9,"1,1,2,2,3,6","4,7","8,10,12,13",,1,"1,1,1,2,3,4",12,18,60,20,14,11
3857,0,"[4, 7, 8, 10, 12, 14]",55,10,"1,2,2,2,3,5","4,7","8,10,12,14",14,0,"0,1,1,2,3,4",11,17,62,17,11,10
3858,0,"[4, 7, 8, 10, 13, 14]",56,11,"1,1,2,3,3,5","4,7","8,10,13,14",14,0,"0,1,1,2,3,4",11,18,60,22,16,12
3859,0,"[4, 7, 8, 11, 12, 13]",55,10,"1,1,1,3,3,6","4,7","8,11,12,13",11,0,"0,1,1,2,3,4",11,21,54,21,15,11
3860,0,"[4, 7, 8, 11, 12, 14]",56,11,"1,1,2,3,3,5","4,7","8,11,12,14","11,14",0,"0,0,1,2,3,4",10,20,56,18,12,10
3861,0,"[4, 7, 8, 11, 13, 14]",57,12,"1,1,2,3,3,5","4,7","8,11,13,14","11,14",0,"0,0,1,2,3,4",10,21,54,23,17,12
3862,0,"[4, 7, 8, 12, 13, 14]",58,13,"1,1,1,3,4,5","4,7","8,12,13,14",14,0,"0,1,1,2,3,4",11,22,52,21,15,11
3863,0,"[4, 7, 9, 10, 11, 12]",53,8,"1,1,1,2,3,7","4,7","9,10,11,12",11,0,"0,1,1,2,2,4",10,16,62,11,5,8
3864,0,"[4, 7, 9, 10, 11, 13]",54,9,"1,1,2,2,3,6","4,7","9,10,11,13",11,0,"0,1,1,2,2,4",10,17,60,16,10,10
3865,0,"[4, 7, 9, 10, 11, 14]",55,10,"1,1,2,3,3,5","4,7","9,10,11,14","11,14",0,"0,0,1,2,2,4",9,15,64,13,7,9
3866,0,"[4, 7, 9, 10, 12, 13]",55,10,"1,1,2,2,3,6","4,7","9,10,12,13",,1,"1,1,1,2,2,4",11,20,54,14,8,9
3867,0,"[4, 7, 9, 10, 12, 14]",56,11,"1,2,2,2,3,5","4,7","9,10,12,14",14,0,"0,1,1,2,2,4",10,16,62,11,5,8
3868,0,"[4, 7, 9, 10, 13, 14]",57,12,"1,1,2,3,3,5","4,7","9,10,13,14",14,0,"0,1,1,2,2,4",10,19,56,16,10,10
3869,0,"[4, 7, 9, 11, 12, 13]",56,11,"1,1,2,2,3,6","4,7","9,11,12,13",11,0,"0,1,1,2,2,4",10,16,62,15,9,9
3870,0,"[4, 7, 9, 11, 12, 14]",57,12,"1,2,2,2,3,5","4,7","9,11,12,14","11,14",0,"0,0,1,2,2,4",9,12,70,12,6,8
3871,0,"[4, 7, 9, 11, 13, 14]",58,13,"1,2,2,2,3,5","4,7","9,11,13,14","11,14",0,"0,0,1,2,2,4",9,15,64,17,11,10
3872,0,"[4, 7, 9, 12, 13, 14]",59,14,"1,1,2,3,3,5","4,7","9,12,13,14",14,0,"0,1,1,2,2,4",10,18,58,15,9,9
3873,0,"[4, 7, 10, 11, 12, 13]",57,12,"1,1,1,3,3,6","4,7","10,11,12,13",11,0,"0,1,1,1,2,4",9,16,64,14,8,12
3874,0,"[4, 7, 10, 11, 12, 14]",58,13,"1,1,2,3,3,5","4,7","10,11,12,14","11,14",0,"0,0,1,1,2,4",8,13,70,11,5,11
3875,0,"[4, 7, 10, 11, 13, 14]",59,14,"1,1,2,3,3,5","4,7","10,11,13,14","11,14",0,"0,0,1,1,2,4",8,17,62,16,10,13
3876,0,"[4, 7, 10, 12, 13, 14]",60,0,"1,1,2,3,3,5","4,7","10,12,13,14",14,0,"0,1,1,1,2,4",9,18,60,14,8,12
3877,0,"[4, 7, 11, 12, 13, 14]",61,1,"1,1,1,3,4,5","4,7","11,12,13,14","11,14",0,"0,0,1,1,2,4",8,18,60,15,9,12
3878,0,"[4, 8, 9, 10, 11, 12]",54,9,"1,1,1,1,4,7",4,"8,9,10,11,12",11,0,"0,1,1,2,2,3",9,19,56,15,13,7
3879,0,"[4, 8, 9, 10, 11, 13]",55,10,"1,1,1,2,4,6",4,"8,9,10,11,13",11,0,"0,1,1,2,2,3",9,14,66,20,18,6
3880,0,"[4, 8, 9, 10, 11, 14]",56,11,"1,1,1,3,4,5",4,"8,9,10,11,14","11,14",0,"0,0,1,2,2,3",8,15,64,17,15,6
3881,0,"[4, 8, 9, 10, 12, 13]",56,11,"1,1,1,2,4,6",4,"8,9,10,12,13",,1,"1,1,1,2,2,3",10,19,56,18,16,7
3882,0,"[4, 8, 9, 10, 12, 14]",57,12,"1,1,2,2,4,5",4,"8,9,10,12,14",14,0,"0,1,1,2,2,3",9,18,58,15,13,7
3883,0,"[4, 8, 9, 10, 13, 14]",58,13,"1,1,1,3,4,5",4,"8,9,10,13,14",14,0,"0,1,1,2,2,3",9,15,64,20,18,6
3884,0,"[4, 8, 9, 11, 12, 13]",57,12,"1,1,1,2,4,6",4,"8,9,11,12,13",11,0,"0,1,1,2,2,3",9,17,60,19,17,6
3885,0,"[4, 8, 9, 11, 12, 14]",58,13,"1,1,2,2,4,5",4,"8,9,11,12,14","11,14",0,"0,0,1,2,2,3",8,16,62,16,14,6
3886,0,"[4, 8, 9, 11, 13, 14]",59,14,"1,1,2,2,4,5",4,"8,9,11,13,14","11,14",0,"0,0,1,2,2,3",8,13,68,21,19,5
3887,0,"[4, 8, 9, 12, 13, 14]",60,0,"1,1,1,3,4,5",4,"8,9,12,13,14",14,0,"0,1,1,2,2,3",9,18,58,19,17,6
3888,0,"[4, 8, 10, 11, 12, 13]",58,13,"1,1,1,2,4,6",4,"8,10,11,12,13",11,0,"0,1,1,1,2,3",8,16,64,18,16,8
3889,0,"[4, 8, 10, 11, 12, 14]",59,14,"1,1,2,2,4,5",4,"8,10,11,12,14","11,14",0,"0,0,1,1,2,3",7,16,64,15,13,8
3890,0,"[4, 8, 10, 11, 13, 14]",60,0,"1,1,2,2,4,5",4,"8,10,11,13,14","11,14",0,"0,0,1,1,2,3",7,14,68,20,18,7
3891,0,"[4, 8, 10, 12, 13, 14]",61,1,"1,1,2,2,4,5",4,"8,10,12,13,14",14,0,"0,1,1,1,2,3",8,17,62,18,16,8
3892,0,"[4, 8, 11, 12, 13, 14]",62,2,"1,1,1,3,4,5",4,"8,11,12,13,14","11,14",0,"0,0,1,1,2,3",7,19,58,19,17,7
3893,0,"[4, 9, 10, 11, 12, 13]",59,14,"1,1,1,1,5,6",4,"9,10,11,12,13",11,0,"0,1,1,1,2,2",7,15,64,12,10,6
3894,0,"[4, 9, 10, 11, 12, 14]",60,0,"1,1,1,2,5,5",4,"9,10,11,12,14","11,14",0,"0,0,1,1,2,2",6,12,70,9,7,6
3895,0,"[4, 9, 10, 11, 13, 14]",61,1,"1,1,1,2,5,5",4,"9,10,11,13,14","11,14",0,"0,0,1,1,2,2",6,12,70,14,12,5
3896,0,"[4, 9, 10, 12, 13, 14]",62,2,"1,1,1,2,5,5",4,"9,10,12,13,14",14,0,"0,1,1,1,2,2",7,17,60,12,10,6
