candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
1772,0,"[1, 2, 5, 6, 7, 11]",32,2,"1,1,1,3,4,5","5,7","1,2,6,11","2,11",0,"0,0,1,3,4,4",12,15,60,20,10,9
1773,0,"[1, 2, 5, 6, 7, 12]",33,3,"1,1,1,3,4,5","5,7","1,2,6,12",2,0,"0,1,1,3,4,4",13,11,68,18,8,4
1774,0,"[1, 2, 5, 6, 7, 13]",34,4,"1,1,1,3,3,6","5,7","1,2,6,13",2,0,"0,1,1,3,4,4",13,17,56,23,13,7
1775,0,"[1, 2, 5, 6, 7, 14]",35,5,"1,1,1,2,3,7","5,7","1,2,6,14","2,14",0,"0,0,1,3,4,4",12,15,60,20,10,9
1776,0,"[1, 2, 5, 6, 8, 9]",31,1,"1,1,1,2,3,7",5,"1,2,6,8,9",2,0,"0,1,2,3,3,4",13,13,62,24,18,3
1777,0,"[1, 2, 5, 6, 8, 10]",32,2,"1,1,2,2,3,6",5,"1,2,6,8,10",2,0,"0,1,1,3,3,4",12,15,60,23,17,3
1778,0,"[1, 2, 5, 6, 8, 11]",33,3,"1,1,2,3,3,5",5,"1,2,6,8,11","2,11",0,"0,0,1,3,3,4",11,18,54,24,18,6
1779,0,"[1, 2, 5, 6, 8, 12]",34,4,"1,1,2,3,4,4",5,"1,2,6,8,12",2,0,"0,1,1,3,3,4",12,16,58,22,16,3
1780,0,"[1, 2, 5, 6, 8, 13]",35,5,"1,1,2,3,3,5",5,"1,2,6,8,13",2,0,"0,1,1,3,3,4",12,16,58,27,21,3
1781,0,"[1, 2, 5, 6, 8, 14]",36,6,"1,1,2,2,3,6",5,"1,2,6,8,14","2,14",0,"0,0,1,3,3,4",11,17,56,24,18,6
1782,0,"[1, 2, 5, 6, 9, 10]",33,3,"1,1,1,3,3,6",5,"1,2,6,9,10",2,0,"0,1,1,2,3,4",11,18,52,17,11,2
1783,0,"[1, 2, 5, 6, 9, 11]",34,4,"1,1,2,3,3,5",5,"1,2,6,9,11","2,11",0,"0,0,1,2,3,4",10,14,60,18,12,5
1784,0,"[1, 2, 5, 6, 9, 12]",35,5,"1,1,3,3,3,4",5,"1,2,6,9,12",2,0,"0,1,1,2,3,4",11,14,60,16,10,2
1785,0,"[1, 2, 5, 6, 9, 13]",36,6,"1,1,3,3,3,4",5,"1,2,6,9,13",2,0,"0,1,1,2,3,4",11,16,56,21,15,2
1786,0,"[1, 2, 5, 6, 9, 14]",37,7,"1,1,2,3,3,5",5,"1,2,6,9,14","2,14",0,"0,0,1,2,3,4",10,14,60,18,12,5
1787,0,"[1, 2, 5, 6, 10, 11]",35,5,"1,1,1,3,4,5",5,"1,2,6,10,11","2,11",0,"0,0,1,1,3,4",9,16,58,17,11,5
1788,0,"[1, 2, 5, 6, 10, 12]",36,6,"1,1,2,3,4,4",5,"1,2,6,10,12",2,0,"0,1,1,1,3,4",10,14,62,15,9,2
1789,0,"[1, 2, 5, 6, 10, 13]",37,7,"1,1,3,3,3,4",5,"1,2,6,10,13",2,0,"0,1,1,1,3,4",10,17,56,20,14,2
1790,0,"[1, 2, 5, 6, 10, 14]",38,8,"1,1,2,3,4,4",5,"1,2,6,10,14","2,14",0,"0,0,1,1,3,4",9,16,58,17,11,5
1791,0,"[1, 2, 5, 6, 11, 12]",37,7,"1,1,1,3,4,5",5,"1,2,6,11,12","2,11",0,"0,0,1,1,3,4",9,14,62,16,10,5
1792,0,"[1, 2, 5, 6, 11, 13]",38,8,"1,1,2,3,3,5",5,"1,2,6,11,13","2,11",0,"0,0,1,1,3,4",9,17,56,21,15,5
1793,0,"[1, 2, 5, 6, 11, 14]",39,9,"1,1,2,3,3,5",5,"1,2,6,11,14","2,11,14",0,"0,0,0,1,3,4",8,16,58,18,12,8
1794,0,"[1, 2, 5, 6, 12, 13]",39,9,"1,1,1,3,3,6",5,"1,2,6,12,13",2,0,"0,1,1,1,3,4",10,17,56,19,13,2
1795,0,"[1, 2, 5, 6, 12, 14]",40,10,"1,1,2,2,3,6",5,"1,2,6,12,14","2,14",0,"0,0,1,1,3,4",9,14,62,16,10,5
1796,0,"[1, 2, 5, 6, 13, 14]",41,11,"1,1,1,2,3,7",5,"1,2,6,13,14","2,14",0,"0,0,1,1,3,4",9,19,52,21,15,5
1797,0,"[1, 2, 5, 7, 8, 9]",32,2,"1,1,1,2,3,7","5,7","1,2,8,9",2,0,"0,1,2,3,3,4",13,12,66,26,16,5
1798,0,"[1, 2, 5, 7, 8, 10]",33,3,"1,1,2,2,3,6","5,7","1,2,8,10",2,0,"0,1,1,3,3,4",12,14,64,25,15,6
1799,0,"[1, 2, 5, 7, 8, 11]",34,4,"1,1,2,3,3,5","5,7","1,2,8,11","2,11",0,"0,0,1,3,3,4",11,21,50,26,16,10
1800,0,"[1, 2, 5, 7, 8, 12]",35,5,"1,1,2,3,4,4","5,7","1,2,8,12",2,0,"0,1,1,3,3,4",12,15,62,24,14,5
1801,0,"[1, 2, 5, 7, 8, 13]",36,6,"1,1,2,3,3,5","5,7","1,2,8,13",2,0,"0,1,1,3,3,4",12,18,56,29,19,8
1802,0,"[1, 2, 5, 7, 8, 14]",37,7,"1,1,2,2,3,6","5,7","1,2,8,14","2,14",0,"0,0,1,3,3,4",11,20,52,26,16,10
1803,0,"[1, 2, 5, 7, 9, 10]",34,4,"1,1,2,2,3,6","5,7","1,2,9,10",2,0,"0,1,1,2,3,4",11,15,60,19,9,5
1804,0,"[1, 2, 5, 7, 9, 11]",35,5,"1,2,2,2,3,5","5,7","1,2,9,11","2,11",0,"0,0,1,2,3,4",10,15,60,20,10,9
1805,0,"[1, 2, 5, 7, 9, 12]",36,6,"1,2,2,3,3,4","5,7","1,2,9,12",2,0,"0,1,1,2,3,4",11,11,68,18,8,4
1806,0,"[1, 2, 5, 7, 9, 13]",37,7,"1,2,2,3,3,4","5,7","1,2,9,13",2,0,"0,1,1,2,3,4",11,16,58,23,13,7
1807,0,"[1, 2, 5, 7, 9, 14]",38,8,"1,2,2,2,3,5","5,7","1,2,9,14","2,14",0,"0,0,1,2,3,4",10,15,60,20,10,9
1808,0,"[1, 2, 5, 7, 10, 11]",36,6,"1,1,2,3,3,5","5,7","1,2,10,11","2,11",0,"0,0,1,1,3,4",9,17,58,19,9,10
1809,0,"[1, 2, 5, 7, 10, 12]",37,7,"1,2,2,3,3,4","5,7","1,2,10,12",2,0,"0,1,1,1,3,4",10,11,70,17,7,5
1810,0,"[1, 2, 5, 7, 10, 13]",38,8,"1,2,3,3,3,3","5,7","1,2,10,13",2,0,"0,1,1,1,3,4",10,17,58,22,12,8
1811,0,"[1, 2, 5, 7, 10, 14]",39,9,"1,2,2,3,3,4","5,7","1,2,10,14","2,14",0,"0,0,1,1,3,4",9,17,58,19,9,10
1812,0,"[1, 2, 5, 7, 11, 12]",38,8,"1,1,2,3,4,4","5,7","1,2,11,12","2,11",0,"0,0,1,1,3,4",9,15,62,18,8,9
1813,0,"[1, 2, 5, 7, 11, 13]",39,9,"1,2,2,3,3,4","5,7","1,2,11,13","2,11",0,"0,0,1,1,3,4",9,21,50,23,13,12
1814,0,"[1, 2, 5, 7, 11, 14]",40,10,"1,2,2,3,3,4","5,7","1,2,11,14","2,11,14",0,"0,0,0,1,3,4",8,21,50,20,10,14
1815,0,"[1, 2, 5, 7, 12, 13]",40,10,"1,1,2,3,3,5","5,7","1,2,12,13",2,0,"0,1,1,1,3,4",10,17,58,21,11,7
1816,0,"[1, 2, 5, 7, 12, 14]",41,11,"1,2,2,2,3,5","5,7","1,2,12,14","2,14",0,"0,0,1,1,3,4",9,15,62,18,8,9
1817,0,"[1, 2, 5, 7, 13, 14]",42,12,"1,1,2,2,3,6","5,7","1,2,13,14","2,14",0,"0,0,1,1,3,4",9,23,46,23,13,12
1818,0,"[1, 2, 5, 8, 9, 10]",35,5,"1,1,1,3,3,6",5,"1,2,8,9,10",2,0,"0,1,1,2,3,3",10,16,58,23,17,3
1819,0,"[1, 2, 5, 8, 9, 11]",36,6,"1,1,2,3,3,5",5,"1,2,8,9,11","2,11",0,"0,0,1,2,3,3",9,18,54,24,18,6
1820,0,"[1, 2, 5, 8, 9, 12]",37,7,"1,1,3,3,3,4",5,"1,2,8,9,12",2,0,"0,1,1,2,3,3",10,16,58,22,16,3
1821,0,"[1, 2, 5, 8, 9, 13]",38,8,"1,1,3,3,3,4",5,"1,2,8,9,13",2,0,"0,1,1,2,3,3",10,15,60,27,21,3
1822,0,"[1, 2, 5, 8, 9, 14]",39,9,"1,1,2,3,3,5",5,"1,2,8,9,14","2,14",0,"0,0,1,2,3,3",9,17,56,24,18,6
1823,0,"[1, 2, 5, 8, 10, 11]",37,7,"1,1,2,3,3,5",5,"1,2,8,10,11","2,11",0,"0,0,1,1,3,3",8,19,54,23,17,6
1824,0,"[1, 2, 5, 8, 10, 12]",38,8,"1,2,2,3,3,4",5,"1,2,8,10,12",2,0,"0,1,1,1,3,3",9,15,62,21,15,3
1825,0,"[1, 2, 5, 8, 10, 13]",39,9,"1,2,3,3,3,3",5,"1,2,8,10,13",2,0,"0,1,1,1,3,3",9,15,62,26,20,3
1826,0,"[1, 2, 5, 8, 10, 14]",40,10,"1,2,2,3,3,4",5,"1,2,8,10,14","2,14",0,"0,0,1,1,3,3",8,18,56,23,17,6
1827,0,"[1, 2, 5, 8, 11, 12]",39,9,"1,1,3,3,3,4",5,"1,2,8,11,12","2,11",0,"0,0,1,1,3,3",8,21,50,22,16,6
1828,0,"[1, 2, 5, 8, 11, 13]",40,10,"1,2,3,3,3,3",5,"1,2,8,11,13","2,11",0,"0,0,1,1,3,3",8,21,50,27,21,6
1829,0,"[1, 2, 5, 8, 11, 14]",41,11,"1,2,3,3,3,3",5,"1,2,8,11,14","2,11,14",0,"0,0,0,1,3,3",7,24,44,24,18,9
1830,0,"[1, 2, 5, 8, 12, 13]",41,11,"1,1,3,3,3,4",5,"1,2,8,12,13",2,0,"0,1,1,1,3,3",9,19,54,25,19,3
1831,0,"[1, 2, 5, 8, 12, 14]",42,12,"1,2,2,3,3,4",5,"1,2,8,12,14","2,14",0,"0,0,1,1,3,3",8,20,52,22,16,6
1832,0,"[1, 2, 5, 8, 13, 14]",43,13,"1,1,2,3,3,5",5,"1,2,8,13,14","2,14",0,"0,0,1,1,3,3",8,22,48,27,21,6
1833,0,"[1, 2, 5, 9, 10, 11]",38,8,"1,1,1,3,4,5",5,"1,2,9,10,11","2,11",0,"0,0,1,1,2,3",7,17,56,17,11,5
1834,0,"[1, 2, 5, 9, 10, 12]",39,9,"1,1,2,3,4,4",5,"1,2,9,10,12",2,0,"0,1,1,1,2,3",8,15,60,15,9,2
1835,0,"[1, 2, 5, 9, 10, 13]",40,10,"1,1,3,3,3,4",5,"1,2,9,10,13",2,0,"0,1,1,1,2,3",8,17,56,20,14,2
1836,0,"[1, 2, 5, 9, 10, 14]",41,11,"1,1,2,3,4,4",5,"1,2,9,10,14","2,14",0,"0,0,1,1,2,3",7,17,56,17,11,5
1837,0,"[1, 2, 5, 9, 11, 12]",40,10,"1,1,2,3,4,4",5,"1,2,9,11,12","2,11",0,"0,0,1,1,2,3",7,14,62,16,10,5
1838,0,"[1, 2, 5, 9, 11, 13]",41,11,"1,2,2,3,3,4",5,"1,2,9,11,13","2,11",0,"0,0,1,1,2,3",7,16,58,21,15,5
1839,0,"[1, 2, 5, 9, 11, 14]",42,12,"1,2,2,3,3,4",5,"1,2,9,11,14","2,11,14",0,"0,0,0,1,2,3",6,16,58,18,12,8
1840,0,"[1, 2, 5, 9, 12, 13]",42,12,"1,1,3,3,3,4",5,"1,2,9,12,13",2,0,"0,1,1,1,2,3",8,16,58,19,13,2
1841,0,"[1, 2, 5, 9, 12, 14]",43,13,"1,2,2,3,3,4",5,"1,2,9,12,14","2,14",0,"0,0,1,1,2,3",7,14,62,16,10,5
1842,0,"[1, 2, 5, 9, 13, 14]",44,14,"1,1,2,3,4,4",5,"1,2,9,13,14","2,14",0,"0,0,1,1,2,3",7,18,54,21,15,5
1843,0,"[1, 2, 5, 10, 11, 12]",41,11,"1,1,1,3,4,5",5,"1,2,10,11,12","2,11",0,"0,0,1,1,1,3",6,13,66,15,9,5
1844,0,"[1, 2, 5, 10, 11, 13]",42,12,"1,1,2,3,3,5",5,"1,2,10,11,13","2,11",0,"0,0,1,1,1,3",6,16,60,20,14,5
1845,0,"[1, 2, 5, 10, 11, 14]",43,13,"1,1,2,3,3,5",5,"1,2,10,11,14","2,11,14",0,"0,0,0,1,1,3",5,17,58,17,11,8
1846,0,"[1, 2, 5, 10, 12, 13]",43,13,"1,1,2,3,3,5",5,"1,2,10,12,13",2,0,"0,1,1,1,1,3",7,14,64,18,12,2
1847,0,"[1, 2, 5, 10, 12, 14]",44,14,"1,2,2,2,3,5",5,"1,2,10,12,14","2,14",0,"0,0,1,1,1,3",6,13,66,15,9,5
1848,0,"[1, 2, 5, 10, 13, 14]",45,0,"1,1,2,3,3,5",5,"1,2,10,13,14","2,14",0,"0,0,1,1,1,3",6,18,56,20,14,5
1849,0,"[1, 2, 5, 11, 12, 13]",44,14,"1,1,1,3,3,6",5,"1,2,11,12,13","2,11",0,"0,0,1,1,1,3",6,17,58,19,13,5
1850,0,"[1, 2, 5, 11, 12, 14]",45,0,"1,1,2,2,3,6",5,"1,2,11,12,14","2,11,14",0,"0,0,0,1,1,3",5,16,60,16,10,8
1851,0,"[1, 2, 5, 11, 13, 14]",46,1,"1,1,2,2,3,6",5,"1,2,11,13,14","2,11,14",0,"0,0,0,1,1,3",5,21,50,21,15,8
1852,0,"[1, 2, 5, 12, 13, 14]",47,2,"1,1,1,2,3,7",5,"1,2,12,13,14","2,14",0,"0,0,1,1,1,3",6,19,54,19,13,5
1853,0,"[1, 2, 6, 7, 8, 9]",33,3,"1,1,1,1,4,7",7,"1,2,6,8,9",2,0,"0,1,2,3,4,4",14,12,68,22,18,2
1854,0,"[1, 2, 6, 7, 8, 10]",34,4,"1,1,1,2,4,6",7,"1,2,6,8,10",2,0,"0,1,1,3,4,4",13,15,64,21,17,3
1855,0,"[1, 2, 6, 7, 8, 11]",35,5,"1,1,1,3,4,5",7,"1,2,6,8,11","2,11",0,"0,0,1,3,4,4",12,16,62,22,18,4
1856,0,"[1, 2, 6, 7, 8, 12]",36,6,"1,1,1,4,4,4",7,"1,2,6,8,12",2,0,"0,1,1,3,4,4",13,15,64,20,16,2
1857,0,"[1, 2, 6, 7, 8, 13]",37,7,"1,1,1,3,4,5",7,"1,2,6,8,13",2,0,"0,1,1,3,4,4",13,18,58,25,21,5
1858,0,"[1, 2, 6, 7, 8, 14]",38,8,"1,1,1,2,4,6",7,"1,2,6,8,14","2,14",0,"0,0,1,3,4,4",12,15,64,22,18,4
1859,0,"[1, 2, 6, 7, 9, 10]",35,5,"1,1,1,2,4,6",7,"1,2,6,9,10",2,0,"0,1,1,2,4,4",12,19,54,15,11,3
1860,0,"[1, 2, 6, 7, 9, 11]",36,6,"1,1,2,2,4,5",7,"1,2,6,9,11","2,11",0,"0,0,1,2,4,4",11,13,66,16,12,4
1861,0,"[1, 2, 6, 7, 9, 12]",37,7,"1,1,2,3,4,4",7,"1,2,6,9,12",2,0,"0,1,1,2,4,4",12,14,64,14,10,2
1862,0,"[1, 2, 6, 7, 9, 13]",38,8,"1,1,2,3,4,4",7,"1,2,6,9,13",2,0,"0,1,1,2,4,4",12,19,54,19,15,5
1863,0,"[1, 2, 6, 7, 9, 14]",39,9,"1,1,2,2,4,5",7,"1,2,6,9,14","2,14",0,"0,0,1,2,4,4",11,13,66,16,12,4
1864,0,"[1, 2, 6, 7, 10, 11]",37,7,"1,1,1,3,4,5",7,"1,2,6,10,11","2,11",0,"0,0,1,1,4,4",10,16,62,15,11,5
1865,0,"[1, 2, 6, 7, 10, 12]",38,8,"1,1,2,3,4,4",7,"1,2,6,10,12",2,0,"0,1,1,1,4,4",11,15,64,13,9,3
1866,0,"[1, 2, 6, 7, 10, 13]",39,9,"1,1,3,3,3,4",7,"1,2,6,10,13",2,0,"0,1,1,1,4,4",11,21,52,18,14,6
1867,0,"[1, 2, 6, 7, 10, 14]",40,10,"1,1,2,3,4,4",7,"1,2,6,10,14","2,14",0,"0,0,1,1,4,4",10,16,62,15,11,5
1868,0,"[1, 2, 6, 7, 11, 12]",39,9,"1,1,1,4,4,4",7,"1,2,6,11,12","2,11",0,"0,0,1,1,4,4",10,13,68,14,10,4
1869,0,"[1, 2, 6, 7, 11, 13]",40,10,"1,1,2,3,4,4",7,"1,2,6,11,13","2,11",0,"0,0,1,1,4,4",10,19,56,19,15,7
1870,0,"[1, 2, 6, 7, 11, 14]",41,11,"1,1,2,3,4,4",7,"1,2,6,11,14","2,11,14",0,"0,0,0,1,4,4",9,14,66,16,12,6
1871,0,"[1, 2, 6, 7, 12, 13]",41,11,"1,1,1,3,4,5",7,"1,2,6,12,13",2,0,"0,1,1,1,4,4",11,20,54,17,13,5
1872,0,"[1, 2, 6, 7, 12, 14]",42,12,"1,1,2,2,4,5",7,"1,2,6,12,14","2,14",0,"0,0,1,1,4,4",10,13,68,14,10,4
1873,0,"[1, 2, 6, 7, 13, 14]",43,13,"1,1,1,2,4,6",7,"1,2,6,13,14","2,14",0,"0,0,1,1,4,4",10,21,52,19,15,7
1874,0,"[1, 2, 7, 8, 9, 10]",37,7,"1,1,1,1,5,6",7,"1,2,8,9,10",2,0,"0,1,1,2,3,4",11,16,62,21,17,3
1875,0,"[1, 2, 7, 8, 9, 11]",38,8,"1,1,1,2,5,5",7,"1,2,8,9,11","2,11",0,"0,0,1,2,3,4",10,16,62,22,18,4
1876,0,"[1, 2, 7, 8, 9, 12]",39,9,"1,1,1,3,4,5",7,"1,2,8,9,12",2,0,"0,1,1,2,3,4",11,15,64,20,16,2
1877,0,"[1, 2, 7, 8, 9, 13]",40,10,"1,1,1,3,4,5",7,"1,2,8,9,13",2,0,"0,1,1,2,3,4",11,17,60,25,21,5
1878,0,"[1, 2, 7, 8, 9, 14]",41,11,"1,1,1,2,5,5",7,"1,2,8,9,14","2,14",0,"0,0,1,2,3,4",10,15,64,22,18,4
1879,0,"[1, 2, 7, 8, 10, 11]",39,9,"1,1,1,2,5,5",7,"1,2,8,10,11","2,11",0,"0,0,1,1,3,4",9,18,60,21,17,5
1880,0,"[1, 2, 7, 8, 10, 12]",40,10,"1,1,2,2,4,5",7,"1,2,8,10,12",2,0,"0,1,1,1,3,4",10,15,66,19,15,3
1881,0,"[1, 2, 7, 8, 10, 13]",41,11,"1,1,2,3,3,5",7,"1,2,8,10,13",2,0,"0,1,1,1,3,4",10,18,60,24,20,6
1882,0,"[1, 2, 7, 8, 10, 14]",42,12,"1,1,2,2,4,5",7,"1,2,8,10,14","2,14",0,"0,0,1,1,3,4",9,17,62,21,17,5
1883,0,"[1, 2, 7, 8, 11, 12]",41,11,"1,1,1,3,4,5",7,"1,2,8,11,12","2,11",0,"0,0,1,1,3,4",9,19,58,20,16,4
1884,0,"[1, 2, 7, 8, 11, 13]",42,12,"1,1,2,3,3,5",7,"1,2,8,11,13","2,11",0,"0,0,1,1,3,4",9,22,52,25,21,7
1885,0,"[1, 2, 7, 8, 11, 14]",43,13,"1,1,2,3,3,5",7,"1,2,8,11,14","2,11,14",0,"0,0,0,1,3,4",8,21,54,22,18,6
1886,0,"[1, 2, 7, 8, 12, 13]",43,13,"1,1,1,3,4,5",7,"1,2,8,12,13",2,0,"0,1,1,1,3,4",10,21,54,23,19,5
1887,0,"[1, 2, 7, 8, 12, 14]",44,14,"1,1,2,2,4,5",7,"1,2,8,12,14","2,14",0,"0,0,1,1,3,4",9,18,60,20,16,4
1888,0,"[1, 2, 7, 8, 13, 14]",45,0,"1,1,1,2,5,5",7,"1,2,8,13,14","2,14",0,"0,0,1,1,3,4",9,23,50,25,21,7
1889,0,"[1, 2, 7, 9, 10, 11]",40,10,"1,1,1,2,5,5",7,"1,2,9,10,11","2,11",0,"0,0,1,1,2,4",8,17,60,15,11,5
1890,0,"[1, 2, 7, 9, 10, 12]",41,11,"1,1,2,2,4,5",7,"1,2,9,10,12",2,0,"0,1,1,1,2,4",9,16,62,13,9,3
1891,0,"[1, 2, 7, 9, 10, 13]",42,12,"1,1,2,3,3,5",7,"1,2,9,10,13",2,0,"0,1,1,1,2,4",9,21,52,18,14,6
1892,0,"[1, 2, 7, 9, 10, 14]",43,13,"1,1,2,2,4,5",7,"1,2,9,10,14","2,14",0,"0,0,1,1,2,4",8,17,60,15,11,5
1893,0,"[1, 2, 7, 9, 11, 12]",42,12,"1,1,2,2,4,5",7,"1,2,9,11,12","2,11",0,"0,0,1,1,2,4",8,13,68,14,10,4
1894,0,"[1, 2, 7, 9, 11, 13]",43,13,"1,2,2,2,3,5",7,"1,2,9,11,13","2,11",0,"0,0,1,1,2,4",8,18,58,19,15,7
1895,0,"[1, 2, 7, 9, 11, 14]",44,14,"1,2,2,2,3,5",7,"1,2,9,11,14","2,11,14",0,"0,0,0,1,2,4",7,14,66,16,12,6
1896,0,"[1, 2, 7, 9, 12, 13]",44,14,"1,1,2,3,3,5",7,"1,2,9,12,13",2,0,"0,1,1,1,2,4",9,19,56,17,13,5
1897,0,"[1, 2, 7, 9, 12, 14]",45,0,"1,2,2,2,3,5",7,"1,2,9,12,14","2,14",0,"0,0,1,1,2,4",8,13,68,14,10,4
1898,0,"[1, 2, 7, 9, 13, 14]",46,1,"1,1,2,2,4,5",7,"1,2,9,13,14","2,14",0,"0,0,1,1,2,4",8,20,54,19,15,7
1899,0,"[1, 2, 7, 10, 11, 12]",43,13,"1,1,1,3,4,5",7,"1,2,10,11,12","2,11",0,"0,0,1,1,1,4",7,13,70,13,9,5
1900,0,"[1, 2, 7, 10, 11, 13]",44,14,"1,1,2,3,3,5",7,"1,2,10,11,13","2,11",0,"0,0,1,1,1,4",7,19,58,18,14,8
1901,0,"[1, 2, 7, 10, 11, 14]",45,0,"1,1,2,3,3,5",7,"1,2,10,11,14","2,11,14",0,"0,0,0,1,1,4",6,16,64,15,11,7
1902,0,"[1, 2, 7, 10, 12, 13]",45,0,"1,1,2,3,3,5",7,"1,2,10,12,13",2,0,"0,1,1,1,1,4",8,18,60,16,12,6
1903,0,"[1, 2, 7, 10, 12, 14]",46,1,"1,2,2,2,3,5",7,"1,2,10,12,14","2,14",0,"0,0,1,1,1,4",7,13,70,13,9,5
1904,0,"[1, 2, 7, 10, 13, 14]",47,2,"1,1,2,3,3,5",7,"1,2,10,13,14","2,14",0,"0,0,1,1,1,4",7,21,54,18,14,8
1905,0,"[1, 2, 7, 11, 12, 13]",46,1,"1,1,1,3,4,5",7,"1,2,11,12,13","2,11",0,"0,0,1,1,1,4",7,19,58,17,13,7
1906,0,"[1, 2, 7, 11, 12, 14]",47,2,"1,1,2,2,4,5",7,"1,2,11,12,14","2,11,14",0,"0,0,0,1,1,4",6,14,68,14,10,6
1907,0,"[1, 2, 7, 11, 13, 14]",48,3,"1,1,2,2,4,5",7,"1,2,11,13,14","2,11,14",0,"0,0,0,1,1,4",6,22,52,19,15,9
1908,0,"[1, 2, 7, 12, 13, 14]",49,4,"1,1,1,2,5,5",7,"1,2,12,13,14","2,14",0,"0,0,1,1,1,4",7,21,54,17,13,7
1909,0,"[1, 3, 4, 5, 6, 7]",26,11,"1,1,1,1,2,9","4,5,7","1,3,6",,1,"1,1,2,3,4,4",15,15,60,19,7,9
1910,0,"[1, 3, 4, 5, 6, 8]",27,12,"1,1,1,2,2,8","4,5","1,3,6,8",,1,"1,1,2,3,3,4",14,11,68,23,15,7
1911,0,"[1, 3, 4, 5, 6, 9]",28,13,"1,1,1,2,3,7","4,5","1,3,6,9",,1,"1,1,2,2,3,4",13,11,66,17,9,4
1912,0,"[1, 3, 4, 5, 6, 10]",29,14,"1,1,1,2,4,6","4,5","1,3,6,10",,1,"1,1,1,2,3,4",12,15,60,16,8,6
1913,0,"[1, 3, 4, 5, 6, 11]",30,0,"1,1,1,2,5,5","4,5","1,3,6,11",11,0,"0,1,1,2,3,4",11,14,62,17,9,8
1914,0,"[1, 3, 4, 5, 6, 12]",31,1,"1,1,1,2,4,6","4,5","1,3,6,12",,1,"1,1,1,2,3,4",12,16,58,15,7,6
1915,0,"[1, 3, 4, 5, 6, 13]",32,2,"1,1,1,2,3,7","4,5","1,3,6,13",,1,"1,1,1,2,3,4",12,12,66,20,12,5
1916,0,"[1, 3, 4, 5, 6, 14]",33,3,"1,1,1,2,2,8","4,5","1,3,6,14",14,0,"0,1,1,2,3,4",11,13,64,17,9,8
1917,0,"[1, 3, 4, 5, 7, 8]",28,13,"1,1,1,2,2,8","4,5,7","1,3,8",,1,"1,1,2,3,3,4",14,18,56,25,13,12
1918,0,"[1, 3, 4, 5, 7, 9]",29,14,"1,1,2,2,2,7","4,5,7","1,3,9",,1,"1,1,2,2,3,4",13,16,58,19,7,9
1919,0,"[1, 3, 4, 5, 7, 10]",30,0,"1,1,2,2,3,6","4,5,7","1,3,10",,1,"1,1,1,2,3,4",12,20,52,18,6,12
1920,0,"[1, 3, 4, 5, 7, 11]",31,1,"1,1,2,2,4,5","4,5,7","1,3,11",11,0,"0,1,1,2,3,4",11,23,46,19,7,15
1921,0,"[1, 3, 4, 5, 7, 12]",32,2,"1,1,2,2,4,5","4,5,7","1,3,12",,1,"1,1,1,2,3,4",12,21,50,17,5,11
1922,0,"[1, 3, 4, 5, 7, 13]",33,3,"1,1,2,2,3,6","4,5,7","1,3,13",,1,"1,1,1,2,3,4",12,20,52,22,10,13
1923,0,"[1, 3, 4, 5, 7, 14]",34,4,"1,1,2,2,2,7","4,5,7","1,3,14",14,0,"0,1,1,2,3,4",11,22,48,19,7,15
1924,0,"[1, 3, 4, 5, 8, 9]",30,0,"1,1,1,2,3,7","4,5","1,3,8,9",,1,"1,1,2,2,3,3",12,12,66,23,15,7
1925,0,"[1, 3, 4, 5, 8, 10]",31,1,"1,1,2,2,3,6","4,5","1,3,8,10",,1,"1,1,1,2,3,3",11,15,62,22,14,9
1926,0,"[1, 3, 4, 5, 8, 11]",32,2,"1,1,2,3,3,5","4,5","1,3,8,11",11,0,"0,1,1,2,3,3",10,20,52,23,15,11
1927,0,"[1, 3, 4, 5, 8, 12]",33,3,"1,1,2,3,4,4","4,5","1,3,8,12",,1,"1,1,1,2,3,3",11,20,52,21,13,9
1928,0,"[1, 3, 4, 5, 8, 13]",34,4,"1,1,2,3,3,5","4,5","1,3,8,13",,1,"1,1,1,2,3,3",11,13,66,26,18,8
1929,0,"[1, 3, 4, 5, 8, 14]",35,5,"1,1,2,2,3,6","4,5","1,3,8,14",14,0,"0,1,1,2,3,3",10,18,56,23,15,11
1930,0,"[1, 3, 4, 5, 9, 10]",32,2,"1,1,1,2,4,6","4,5","1,3,9,10",,1,"1,1,1,2,2,3",10,17,56,16,8,6
1931,0,"[1, 3, 4, 5, 9, 11]",33,3,"1,1,2,2,4,5","4,5","1,3,9,11",11,0,"0,1,1,2,2,3",9,15,60,17,9,8
1932,0,"[1, 3, 4, 5, 9, 12]",34,4,"1,1,2,3,4,4","4,5","1,3,9,12",,1,"1,1,1,2,2,3",10,17,56,15,7,6
1933,0,"[1, 3, 4, 5, 9, 13]",35,5,"1,1,2,3,4,4","4,5","1,3,9,13",,1,"1,1,1,2,2,3",10,12,66,20,12,5
1934,0,"[1, 3, 4, 5, 9, 14]",36,6,"1,1,2,2,4,5","4,5","1,3,9,14",14,0,"0,1,1,2,2,3",9,14,62,17,9,8
